Cell;Datetime;Data_Volume;PRB_Available_DL;PRB_Utilization_Percent
cell0001;2019-01-18 10:00:00;1777656.8313476588;75.0;0.1867
cell0001;2019-01-18 11:00:00;1933381.1819824218;75.0;0.2056
cell0001;2019-01-18 12:00:00;1884976.744726565;75.0;0.1817
cell0001;2019-01-18 13:00:00;2217821.034033208;75.0;0.2122
cell0001;2019-01-18 14:00:00;1894845.71953125;75.0;0.18
cell0001;2019-01-18 15:00:00;1916668.8317138646;75.0;0.2
cell0001;2019-01-18 16:00:00;1664777.7415039036;75.0;0.1483
cell0001;2019-01-18 17:00:00;700104.5138183598;75.0;0.0683
cell0001;2019-01-18 18:00:00;675400.6598876958;75.0;0.0733
cell0001;2019-01-18 19:00:00;563588.412890625;75.0;0.0667
cell0001;2019-01-18 20:00:00;201245.65167236378;75.0;0.0567
cell0001;2019-01-18 21:00:00;163119.97703857473;75.0;0.055
cell0001;2019-01-18 22:00:00;71523.47917480468;75.0;0.05
cell0001;2019-01-18 23:00:00;18921.861376953126;75.0;0.05
cell0001;2019-01-19 00:00:00;2374.1909057617186;75.0;0.05
cell0001;2019-01-19 01:00:00;18900.578686523437;75.0;0.05
cell0001;2019-01-19 02:00:00;2671.831335449219;75.0;0.05
cell0001;2019-01-19 03:00:00;3473.216455078125;75.0;0.05
cell0001;2019-01-19 04:00:00;6354.515588378907;75.0;0.05
cell0001;2019-01-19 05:00:00;67710.30169677734;75.0;0.05
cell0001;2019-01-19 06:00:00;10617.3234375;75.0;0.05
cell0001;2019-01-19 07:00:00;289867.08544921875;75.0;0.0583
cell0001;2019-01-19 08:00:00;872007.867773438;75.0;0.0883
cell0001;2019-01-19 09:00:00;506508.3105468755;75.0;0.08
cell0001;2019-01-19 10:00:00;839000.0270996094;75.0;0.0833
cell0001;2019-01-19 11:00:00;950739.9982910156;75.0;0.09
cell0001;2019-01-19 12:00:00;595252.3520507812;75.0;0.0617
cell0001;2019-01-19 13:00:00;724350.8283935551;75.0;0.0717
cell0001;2019-01-19 14:00:00;752350.7625;75.0;0.07
cell0001;2019-01-19 15:00:00;870245.8738403325;75.0;0.0633
cell0001;2019-01-19 16:00:00;118509.32735595752;75.0;0.05
cell0001;2019-01-19 17:00:00;551504.6484497075;75.0;0.075
cell0001;2019-01-19 18:00:00;504973.8914794927;75.0;0.0633
cell0001;2019-01-19 19:00:00;227642.83728027344;75.0;0.05
cell0001;2019-01-19 20:00:00;139552.63176269532;75.0;0.05
cell0001;2019-01-19 21:00:00;705183.4867553716;75.0;0.065
cell0001;2019-01-19 22:00:00;1278452.3232421924;75.0;0.105
cell0001;2019-01-19 23:00:00;2232187.144775393;75.0;0.1667
cell0001;2019-01-20 00:00:00;3448641.6076660156;75.0;0.2183
cell0001;2019-01-20 01:00:00;2800032.9264892554;75.0;0.1933
cell0001;2019-01-20 02:00:00;2559349.355859375;75.0;0.2033
cell0001;2019-01-20 03:00:00;2505774.642846685;75.0;0.1567
cell0001;2019-01-20 04:00:00;1884179.0474609374;75.0;0.1211
cell0001;2019-01-20 06:00:00;327840.3724609375;75.0;0.0567
cell0001;2019-01-20 07:00:00;169042.95686035155;75.0;0.0533
cell0001;2019-01-20 08:00:00;106600.03491210987;75.0;0.05
cell0001;2019-01-20 10:00:00;92970.42358398438;75.0;0.05
cell0001;2019-01-20 11:00:00;469307.89498291066;75.0;0.05
cell0001;2019-01-20 12:00:00;402476.1713867193;75.0;0.0567
cell0001;2019-01-20 13:00:00;879171.5941772466;75.0;0.0783
cell0001;2019-01-20 14:00:00;937070.7208007813;75.0;0.0633
cell0001;2019-01-20 15:00:00;544716.4534423833;75.0;0.0633
cell0001;2019-01-20 16:00:00;389125.2809326172;75.0;0.06
cell0001;2019-01-20 17:00:00;264051.03087158257;75.0;0.0517
cell0001;2019-01-20 18:00:00;223582.0814086919;75.0;0.0517
cell0001;2019-01-20 19:00:00;143866.7436767583;75.0;0.05
cell0001;2019-01-20 20:00:00;182168.1309814458;75.0;0.055
cell0001;2019-01-20 21:00:00;245584.14267578124;75.0;0.0517
cell0001;2019-01-20 22:00:00;50310.67041015625;75.0;0.05
cell0001;2019-01-20 23:00:00;29097.51203613281;75.0;0.0517
cell0001;2019-01-21 00:00:00;381340.9658203125;75.0;0.05
cell0001;2019-01-21 01:00:00;203651.19301757863;75.0;0.05
cell0001;2019-01-21 02:00:00;2553.815881347656;75.0;0.05
cell0001;2019-01-21 03:00:00;2581.978857421875;75.0;0.05
cell0001;2019-01-21 04:00:00;8537.338513183593;75.0;0.05
cell0001;2019-01-21 05:00:00;163450.97436523487;75.0;0.05
cell0001;2019-01-21 07:00:00;288643.9137451177;75.0;0.07
cell0001;2019-01-21 09:00:00;999812.9436523437;75.0;0.0967
cell0001;2019-01-21 10:00:00;1620809.363671875;75.0;0.13
cell0001;2019-01-21 11:00:00;1606151.0646972656;75.0;0.1833
cell0001;2019-01-21 12:00:00;1990777.4533691406;75.0;0.1917
cell0001;2019-01-21 13:00:00;2359538.49256592;75.0;0.225
cell0001;2019-01-21 14:00:00;1324951.6792480517;75.0;0.1583
cell0001;2019-01-21 15:00:00;1757885.1083251927;75.0;0.19
cell0001;2019-01-21 16:00:00;1480807.3216552783;75.0;0.1544
cell0001;2019-01-21 17:00:00;1040801.8628540064;75.0;0.1167
cell0001;2019-01-21 18:00:00;648056.2737670903;75.0;0.0922
cell0001;2019-01-21 19:00:00;41124.31922607422;75.0;0.05
cell0001;2019-01-21 20:00:00;411635.66949462943;75.0;0.0633
cell0001;2019-01-21 21:00:00;357085.205078125;75.0;0.05
cell0001;2019-01-21 22:00:00;186470.28226318408;75.0;0.0533
cell0001;2019-01-21 23:00:00;236007.28408203126;75.0;0.0533
cell0001;2019-01-22 00:00:00;329111.1169433594;75.0;0.0517
cell0001;2019-01-22 01:00:00;16830.64716796875;75.0;0.05
cell0001;2019-01-22 02:00:00;38183.37973632813;75.0;0.05
cell0001;2019-01-22 03:00:00;6258.081848144531;75.0;0.05
cell0001;2019-01-22 04:00:00;36254.68227539062;75.0;0.05
cell0001;2019-01-22 05:00:00;84208.07841796875;75.0;0.05
cell0001;2019-01-22 06:00:00;57743.56918945313;75.0;0.05
cell0001;2019-01-22 07:00:00;609957.9865966797;75.0;0.075
cell0001;2019-01-22 08:00:00;1506126.314794927;75.0;0.1383
cell0001;2019-01-22 09:00:00;1741942.0776855517;75.0;0.19
cell0001;2019-01-22 10:00:00;1552992.7071533229;75.0;0.155
cell0001;2019-01-22 11:00:00;2650053.75181885;75.0;0.255
cell0001;2019-01-22 12:00:00;2916946.2142089866;75.0;0.28
cell0001;2019-01-22 13:00:00;2079916.895703125;75.0;0.2033
cell0001;2019-01-22 14:00:00;1573237.5521484376;75.0;0.1683
cell0001;2019-01-22 15:00:00;1858139.6466064502;75.0;0.185
cell0001;2019-01-22 16:00:00;1014095.3277587915;75.0;0.1133
cell0001;2019-01-22 17:00:00;851719.371679688;75.0;0.0917
cell0001;2019-01-22 18:00:00;337382.8576904302;75.0;0.0567
cell0001;2019-01-22 19:00:00;424827.9481201172;75.0;0.0617
cell0001;2019-01-22 20:00:00;250922.78681640624;75.0;0.0533
cell0001;2019-01-22 21:00:00;206717.82061767628;75.0;0.0533
cell0001;2019-01-22 22:00:00;19711.03828125;75.0;0.05
cell0001;2019-01-22 23:00:00;1909.491943359375;75.0;0.05
cell0001;2019-01-23 00:00:00;36174.30428466797;75.0;0.05
cell0001;2019-01-23 01:00:00;14706.080712890625;75.0;0.05
cell0001;2019-01-23 02:00:00;3266.54970703125;75.0;0.05
cell0001;2019-01-23 03:00:00;2354.9827270507812;75.0;0.05
cell0001;2019-01-23 04:00:00;18775.655419921874;75.0;0.05
cell0001;2019-01-23 05:00:00;190799.10231933644;75.0;0.0522
cell0001;2019-01-23 06:00:00;147815.62116699218;75.0;0.05
cell0001;2019-01-23 07:00:00;514975.19482421875;75.0;0.06
cell0001;2019-01-23 08:00:00;1481441.6189453125;75.0;0.1467
cell0001;2019-01-23 09:00:00;2427877.009375;75.0;0.22
cell0001;2019-01-23 10:00:00;1675716.1104003906;75.0;0.1683
cell0001;2019-01-23 11:00:00;1927431.3579711888;75.0;0.2083
cell0001;2019-01-23 12:00:00;2791545.2600341775;75.0;0.275
cell0001;2019-01-23 13:00:00;1432578.0255371144;75.0;0.16
cell0001;2019-01-23 14:00:00;1875549.0618896533;75.0;0.1883
cell0001;2019-01-23 15:00:00;1678773.0854003956;75.0;0.1767
cell0001;2019-01-23 16:00:00;1073015.2034912084;75.0;0.135
cell0001;2019-01-23 17:00:00;1341910.4058105494;75.0;0.1233
cell0001;2019-01-23 18:00:00;323793.7783203125;75.0;0.0567
cell0001;2019-01-23 19:00:00;66909.13934326172;75.0;0.05
cell0001;2019-01-23 20:00:00;54108.398608398435;75.0;0.055
cell0001;2019-01-23 21:00:00;236309.10595703125;75.0;0.0533
cell0001;2019-01-23 22:00:00;24905.1365234375;75.0;0.05
cell0001;2019-01-23 23:00:00;60668.911791992185;75.0;0.0533
cell0001;2019-01-24 00:00:00;100811.97019042968;75.0;0.0517
cell0001;2019-01-24 01:00:00;2489.9740600585938;75.0;0.05
cell0001;2019-01-24 02:00:00;813.392138671875;75.0;0.05
cell0001;2019-01-24 03:00:00;989.6505737304688;75.0;0.05
cell0001;2019-01-24 04:00:00;3212.7257446289063;75.0;0.05
cell0001;2019-01-24 05:00:00;92647.08837890625;75.0;0.05
cell0001;2019-01-24 06:00:00;227173.16162109375;75.0;0.055
cell0001;2019-01-24 07:00:00;202295.37399902343;75.0;0.0517
cell0001;2019-01-24 08:00:00;723888.341015625;75.0;0.08
cell0001;2019-01-24 09:00:00;1258775.7426879858;75.0;0.1567
cell0001;2019-01-24 10:00:00;2052295.787695315;75.0;0.2017
cell0001;2019-01-24 11:00:00;1655584.3951171923;75.0;0.19
cell0001;2019-01-24 12:00:00;2740411.48828125;75.0;0.2567
cell0001;2019-01-24 13:00:00;1581826.74609375;75.0;0.1733
cell0001;2019-01-24 14:00:00;2226284.097290044;75.0;0.2217
cell0001;2019-01-24 15:00:00;2326280.230554197;75.0;0.205
cell0001;2019-01-24 16:00:00;1672780.6075195312;75.0;0.1567
cell0001;2019-01-24 17:00:00;1061540.295019536;75.0;0.0983
cell0001;2019-01-24 18:00:00;143407.22370605468;75.0;0.0533
cell0001;2019-01-24 19:00:00;106199.27768554736;75.0;0.0522
cell0001;2019-01-24 20:00:00;454302.7061523438;75.0;0.0633
cell0001;2019-01-24 21:00:00;149567.42099609374;75.0;0.05
cell0001;2019-01-24 22:00:00;237945.20483398487;75.0;0.0533
cell0001;2019-01-24 23:00:00;75152.209765625;75.0;0.05
cell0001;2019-01-25 00:00:00;149712.15501709035;75.0;0.0517
cell0001;2019-01-25 01:00:00;133458.5085571294;75.0;0.05
cell0001;2019-01-25 02:00:00;199285.60681152393;75.0;0.0517
cell0001;2019-01-25 03:00:00;1860.788525390625;75.0;0.05
cell0001;2019-01-25 04:00:00;54891.92419433594;75.0;0.05
cell0001;2019-01-25 05:00:00;102274.44500732471;75.0;0.05
cell0001;2019-01-25 06:00:00;227503.28671875;75.0;0.0567
cell0001;2019-01-25 07:00:00;314800.640625;75.0;0.0517
cell0001;2019-01-25 08:00:00;1303524.2537841771;75.0;0.1183
cell0001;2019-01-25 09:00:00;1542377.1265258815;75.0;0.1522
cell0001;2019-01-25 10:00:00;1456831.8019409205;75.0;0.1544
cell0001;2019-01-25 11:00:00;1690141.6742187527;75.0;0.18
cell0001;2019-01-25 12:00:00;2208173.0255859373;75.0;0.2383
cell0001;2019-01-25 13:00:00;1453846.5441650439;75.0;0.1767
cell0001;2019-01-25 14:00:00;2242995.23671875;75.0;0.245
cell0001;2019-01-25 15:00:00;2074398.603759763;75.0;0.235
cell0001;2019-01-25 16:00:00;1464692.7534179713;75.0;0.185
cell0001;2019-01-25 17:00:00;924862.5496215825;75.0;0.1133
cell0001;2019-01-25 18:00:00;315328.51252441405;75.0;0.0667
cell0001;2019-01-25 19:00:00;591828.5137695317;75.0;0.0717
cell0001;2019-01-25 20:00:00;225707.6162109375;75.0;0.0533
cell0001;2019-01-25 21:00:00;375033.101953125;75.0;0.065
cell0001;2019-01-25 22:00:00;289477.7325195313;75.0;0.0567
cell0001;2019-01-25 23:00:00;245357.58994140674;75.0;0.05
cell0001;2019-01-26 00:00:00;183871.90551757862;75.0;0.05
cell0001;2019-01-26 01:00:00;97151.59482421874;75.0;0.05
cell0001;2019-01-26 02:00:00;180059.59106445312;75.0;0.0517
cell0001;2019-01-26 03:00:00;30255.4384765625;75.0;0.05
cell0001;2019-01-26 04:00:00;19673.82003173828;75.0;0.05
cell0001;2019-01-26 05:00:00;17436.958740234375;75.0;0.05
cell0001;2019-01-26 06:00:00;496387.0964355469;75.0;0.065
cell0001;2019-01-26 07:00:00;451666.84372558596;75.0;0.0583
cell0001;2019-01-26 08:00:00;290577.2407470703;75.0;0.055
cell0001;2019-01-26 09:00:00;433170.6453002935;75.0;0.06
cell0001;2019-01-26 10:00:00;336164.6614746099;75.0;0.0567
cell0001;2019-01-26 11:00:00;721358.7600708012;75.0;0.0667
cell0001;2019-01-26 12:00:00;660906.4987060546;75.0;0.065
cell0001;2019-01-26 13:00:00;1103258.9134765675;75.0;0.12
cell0001;2019-01-26 14:00:00;283032.1068359375;75.0;0.055
cell0001;2019-01-26 15:00:00;359516.46496582084;75.0;0.0533
cell0001;2019-01-26 16:00:00;351370.4934082031;75.0;0.0517
cell0001;2019-01-26 17:00:00;195787.15908203175;75.0;0.0533
cell0001;2019-01-26 18:00:00;289132.4321655279;75.0;0.0567
cell0001;2019-01-26 19:00:00;142293.313671875;75.0;0.0517
cell0001;2019-01-26 20:00:00;134717.70275878956;75.0;0.05
cell0001;2019-01-26 21:00:00;313126.72563476564;75.0;0.05
cell0001;2019-01-26 22:00:00;690882.8140625;75.0;0.0567
cell0001;2019-01-26 23:00:00;1090971.0516357447;75.0;0.07
cell0001;2019-01-27 00:00:00;1439772.9833373998;75.0;0.09
cell0001;2019-01-27 01:00:00;1361022.9559326146;75.0;0.0733
cell0001;2019-01-27 02:00:00;1076891.2600707982;75.0;0.0683
cell0001;2019-01-27 03:00:00;672696.2768066407;75.0;0.05
cell0001;2019-01-27 04:00:00;261273.01307373098;75.0;0.0517
cell0001;2019-01-27 05:00:00;134365.7555419927;75.0;0.05
cell0001;2019-01-27 06:00:00;46595.73618164063;75.0;0.0533
cell0001;2019-01-27 07:00:00;145168.13631591847;75.0;0.05
cell0001;2019-01-27 08:00:00;282823.30711669975;75.0;0.06
cell0001;2019-01-27 09:00:00;234874.62158203125;75.0;0.0533
cell0001;2019-01-27 10:00:00;295932.8678222661;75.0;0.0533
cell0001;2019-01-27 11:00:00;1013714.4891479467;75.0;0.0833
cell0001;2019-01-27 12:00:00;826441.841589356;75.0;0.0633
cell0001;2019-01-27 13:00:00;388965.28125;75.0;0.055
cell0001;2019-01-27 14:00:00;456918.2761108404;75.0;0.0567
cell0001;2019-01-27 15:00:00;679710.3106689458;75.0;0.0767
cell0001;2019-01-27 16:00:00;799318.7789306641;75.0;0.0667
cell0001;2019-01-27 17:00:00;1112809.300878911;75.0;0.0783
cell0001;2019-01-27 18:00:00;834794.3816162114;75.0;0.07
cell0001;2019-01-27 19:00:00;933330.1934692387;75.0;0.075
cell0001;2019-01-27 20:00:00;1196517.989501958;75.0;0.0733
cell0001;2019-01-27 21:00:00;1661234.6943603563;75.0;0.1017
cell0001;2019-01-27 22:00:00;633452.6159179688;75.0;0.0633
cell0001;2019-01-27 23:00:00;71914.68994140625;75.0;0.0517
cell0001;2019-01-28 00:00:00;4877.640759277344;75.0;0.05
cell0001;2019-01-28 01:00:00;5304.965502929687;75.0;0.05
cell0001;2019-01-28 02:00:00;24813.520642089843;75.0;0.0517
cell0001;2019-01-28 03:00:00;1917.110986328125;75.0;0.05
cell0001;2019-01-28 04:00:00;7228.481872558594;75.0;0.05
cell0001;2019-01-28 05:00:00;96633.45856933594;75.0;0.05
cell0001;2019-01-28 06:00:00;341978.16789550835;75.0;0.0567
cell0001;2019-01-28 07:00:00;325636.96359863336;75.0;0.0633
cell0001;2019-01-28 08:00:00;1068710.8717529345;75.0;0.125
cell0001;2019-01-28 09:00:00;1343200.4467041064;75.0;0.14
cell0001;2019-01-28 10:00:00;1253717.3112060572;75.0;0.1417
cell0001;2019-01-28 11:00:00;2172986.3261108375;75.0;0.2283
cell0001;2019-01-28 12:00:00;2256774.80859375;75.0;0.205
cell0001;2019-01-28 13:00:00;2088993.397265625;75.0;0.1967
cell0001;2019-01-28 14:00:00;1552153.2773193384;75.0;0.1833
cell0001;2019-01-28 15:00:00;1694838.1476196314;75.0;0.185
cell0001;2019-01-28 16:00:00;1038007.6529296875;75.0;0.1367
cell0001;2019-01-28 17:00:00;482829.87180175784;75.0;0.065
cell0001;2019-01-28 18:00:00;440548.8041992193;75.0;0.0722
cell0001;2019-01-28 19:00:00;239086.3465576172;75.0;0.0633
cell0001;2019-01-28 20:00:00;74021.2288696289;75.0;0.05
cell0001;2019-01-28 21:00:00;86410.46923828125;75.0;0.0533
cell0001;2019-01-28 22:00:00;35479.44189453125;75.0;0.05
cell0001;2019-01-28 23:00:00;2399.90234375;75.0;0.05
cell0001;2019-01-29 00:00:00;19829.210205078125;75.0;0.05
cell0001;2019-01-29 01:00:00;482.284375;75.0;0.05
cell0001;2019-01-29 02:00:00;698.833740234375;75.0;0.05
cell0001;2019-01-29 03:00:00;812.1342163085938;75.0;0.05
cell0001;2019-01-29 04:00:00;5739.6339111328125;75.0;0.05
cell0001;2019-01-29 05:00:00;91089.41209716797;75.0;0.05
cell0001;2019-01-29 06:00:00;100078.52071533252;75.0;0.0517
cell0001;2019-01-29 08:00:00;956631.377734375;75.0;0.15
cell0001;2019-01-29 09:00:00;1366287.9598388697;75.0;0.1344
cell0001;2019-01-29 11:00:00;1982899.533752444;75.0;0.2211
cell0001;2019-01-29 13:00:00;1716723.6571533252;75.0;0.2167
cell0001;2019-01-29 15:00:00;1436468.4828613307;75.0;0.1856
cell0001;2019-01-29 16:00:00;1414514.539306638;75.0;0.18
cell0001;2019-01-29 17:00:00;1401467.8139648486;75.0;0.1544
cell0001;2019-01-29 19:00:00;304453.5380126953;75.0;0.06
cell0001;2019-01-29 21:00:00;321843.7592773443;75.0;0.0583
cell0001;2019-01-29 22:00:00;31973.634338378906;75.0;0.05
cell0001;2019-01-29 23:00:00;10494.868237304687;75.0;0.05
cell0001;2019-01-30 00:00:00;4072.3555297851562;75.0;0.05
cell0001;2019-01-30 01:00:00;1067.74375;75.0;0.05
cell0001;2019-01-30 02:00:00;1422.1067138671874;75.0;0.05
cell0001;2019-01-30 03:00:00;2136.3759033203123;75.0;0.05
cell0001;2019-01-30 04:00:00;14636.548828125;75.0;0.05
cell0001;2019-01-30 05:00:00;18553.749060058595;75.0;0.05
cell0001;2019-01-30 06:00:00;128016.1733642583;75.0;0.05
cell0001;2019-01-30 07:00:00;421055.19555664115;75.0;0.0589
cell0001;2019-01-30 08:00:00;1089561.5845947291;75.0;0.1233
cell0001;2019-01-30 09:00:00;1253438.16503906;75.0;0.1167
cell0001;2019-01-30 10:00:00;1434620.4650878906;75.0;0.1867
cell0001;2019-01-30 11:00:00;2133156.717871096;75.0;0.2083
cell0001;2019-01-30 12:00:00;1864030.0615112279;75.0;0.2033
cell0001;2019-01-30 13:00:00;1648136.1;75.0;0.2117
cell0001;2019-01-30 14:00:00;1183470.7884277394;75.0;0.1633
cell0001;2019-01-30 15:00:00;1891451.3515869116;75.0;0.17
cell0001;2019-01-30 16:00:00;2423694.6682128957;75.0;0.2367
cell0001;2019-01-30 17:00:00;1138395.1091308594;75.0;0.115
cell0001;2019-01-30 18:00:00;202474.81284179687;75.0;0.0533
cell0001;2019-01-30 19:00:00;48373.83145751953;75.0;0.05
cell0001;2019-01-30 20:00:00;144945.58337402344;75.0;0.0517
cell0001;2019-01-30 21:00:00;311820.1072998052;75.0;0.0522
cell0001;2019-01-30 22:00:00;227835.02092285204;75.0;0.05
cell0001;2019-01-30 23:00:00;8295.428540039062;75.0;0.05
cell0001;2019-01-31 00:00:00;18687.442651367186;75.0;0.05
cell0001;2019-01-31 01:00:00;17564.248828125;75.0;0.05
cell0001;2019-01-31 02:00:00;3941.2340454101563;75.0;0.05
cell0001;2019-01-31 03:00:00;4128.235046386719;75.0;0.05
cell0001;2019-01-31 04:00:00;42338.64858398437;75.0;0.05
cell0001;2019-01-31 05:00:00;217106.3394165044;75.0;0.05
cell0001;2019-01-31 06:00:00;94610.83740234375;75.0;0.05
cell0001;2019-01-31 08:00:00;1035971.167578125;75.0;0.1133
cell0001;2019-01-31 09:00:00;1182110.2127685521;75.0;0.1567
cell0001;2019-01-31 11:00:00;2040522.7469238255;75.0;0.25
cell0001;2019-01-31 12:00:00;2419102.4033325217;75.0;0.29
cell0001;2019-01-31 13:00:00;1583453.601562505;75.0;0.1767
cell0001;2019-01-31 14:00:00;2219019.4251220752;75.0;0.2433
cell0001;2019-01-31 15:00:00;1911998.759765625;75.0;0.21
cell0001;2019-01-31 16:00:00;1622832.861511233;75.0;0.15
cell0001;2019-01-31 17:00:00;551071.6853027348;75.0;0.0633
cell0001;2019-01-31 18:00:00;580905.8771484375;75.0;0.07
cell0001;2019-01-31 19:00:00;197787.61875;75.0;0.05
cell0001;2019-01-31 20:00:00;204283.0329345708;75.0;0.0567
cell0001;2019-01-31 21:00:00;102481.21027832032;75.0;0.05
cell0001;2019-01-31 22:00:00;91377.21645507813;75.0;0.05
cell0001;2019-01-31 23:00:00;21616.78134765625;75.0;0.05
cell0001;2019-02-01 00:00:00;25206.931762695312;75.0;0.05
cell0001;2019-02-01 01:00:00;9689.173132324218;75.0;0.05
cell0001;2019-02-01 02:00:00;3174.508203125;75.0;0.05
cell0001;2019-02-01 03:00:00;7011.20947265625;75.0;0.05
cell0001;2019-02-01 04:00:00;31166.908276367187;75.0;0.05
cell0001;2019-02-01 05:00:00;73756.65734863281;75.0;0.05
cell0001;2019-02-01 06:00:00;118128.2120361333;75.0;0.0533
cell0001;2019-02-01 07:00:00;288785.26428222656;75.0;0.055
cell0001;2019-02-01 08:00:00;1033690.3535888722;75.0;0.095
cell0001;2019-02-01 09:00:00;1464367.5677490209;75.0;0.125
cell0001;2019-02-01 10:00:00;1027472.2538085937;75.0;0.115
cell0001;2019-02-01 11:00:00;1127113.9913940455;75.0;0.135
cell0001;2019-02-01 12:00:00;1829082.2113037135;75.0;0.1867
cell0001;2019-02-01 13:00:00;2341713.440625002;75.0;0.235
cell0001;2019-02-01 14:00:00;2676813.226538091;75.0;0.23
cell0001;2019-02-01 15:00:00;2116371.019714358;75.0;0.2067
cell0001;2019-02-01 16:00:00;1373122.6593994165;75.0;0.11
cell0001;2019-02-01 17:00:00;710061.1236694341;75.0;0.0867
cell0001;2019-02-01 18:00:00;319419.0095336919;75.0;0.0567
cell0001;2019-02-01 19:00:00;264069.85312500055;75.0;0.0567
cell0001;2019-02-01 20:00:00;308307.32734375;75.0;0.06
cell0001;2019-02-01 21:00:00;330824.60736084037;75.0;0.0633
cell0001;2019-02-01 22:00:00;165729.8912109375;75.0;0.0633
cell0001;2019-02-01 23:00:00;14730.772216796875;75.0;0.05
cell0001;2019-02-02 00:00:00;47711.25377197265;75.0;0.0517
cell0001;2019-02-02 01:00:00;2047.26708984375;75.0;0.05
cell0001;2019-02-02 02:00:00;2180.2996215820312;75.0;0.05
cell0001;2019-02-02 03:00:00;1661.834375;75.0;0.05
cell0001;2019-02-02 04:00:00;5979.273193359375;75.0;0.05
cell0001;2019-02-02 05:00:00;12610.008544921875;75.0;0.0517
cell0001;2019-02-02 06:00:00;67149.32944335937;75.0;0.05
cell0001;2019-02-02 07:00:00;204321.76765136767;75.0;0.05
cell0001;2019-02-02 08:00:00;277679.6551757812;75.0;0.05
cell0001;2019-02-02 09:00:00;467010.2135131841;75.0;0.0833
cell0001;2019-02-02 10:00:00;584812.0208129887;75.0;0.0933
cell0001;2019-02-02 11:00:00;954921.0095703125;75.0;0.1033
cell0001;2019-02-02 12:00:00;867152.5024780278;75.0;0.1
cell0001;2019-02-02 13:00:00;742608.941015625;75.0;0.1033
cell0001;2019-02-02 14:00:00;771095.8250976562;75.0;0.0967
cell0001;2019-02-02 15:00:00;698499.4686401372;75.0;0.07
cell0001;2019-02-02 16:00:00;541862.3796386723;75.0;0.0533
cell0001;2019-02-02 17:00:00;555660.1011474614;75.0;0.1033
cell0001;2019-02-02 18:00:00;107755.35278320312;75.0;0.05
cell0001;2019-02-02 19:00:00;182521.63095703124;75.0;0.05
cell0001;2019-02-02 20:00:00;69909.15977783203;75.0;0.05
cell0001;2019-02-02 21:00:00;372131.6048828125;75.0;0.0533
cell0001;2019-02-02 22:00:00;595172.3843872075;75.0;0.0522
cell0001;2019-02-02 23:00:00;1046632.4089965796;75.0;0.0967
cell0001;2019-02-03 00:00:00;1399881.4598144505;75.0;0.09
cell0001;2019-02-03 01:00:00;1373880.1705078124;75.0;0.0722
cell0001;2019-02-03 02:00:00;878853.080273438;75.0;0.0611
cell0001;2019-02-03 03:00:00;676192.394921875;75.0;0.07
cell0001;2019-02-03 04:00:00;608929.5659179688;75.0;0.0567
cell0001;2019-02-03 05:00:00;257316.59290771533;75.0;0.0517
cell0001;2019-02-03 06:00:00;153767.76961669972;75.0;0.0656
cell0001;2019-02-03 07:00:00;130940.97243652344;75.0;0.055
